word,emergence_period,emergence_index,freq_before,freq_after,persistence,freq_profile
stale,1900-1940,2,3.6144038330029766,23.787489366425884,2,"[7.33877150691744, 3.6144038330029766, 23.787489366425884, 21.67044949074444]"
assumes,1900-1940,2,0.0,23.787489366425884,2,"[3.885231974250409, 0.0, 23.787489366425884, 19.389349544350285]"
zones,1900-1940,2,0.7228807666005954,23.787489366425884,2,"[1.2950773247501364, 0.7228807666005954, 23.787489366425884, 14.827149651561983]"
onward,1900-1940,2,4.3372845996035725,23.787489366425884,2,"[21.15292963758556, 4.3372845996035725, 23.787489366425884, 25.092099410335663]"
mongrel,1900-1940,2,0.0,23.787489366425884,2,"[2.5901546495002727, 0.0, 23.787489366425884, 11.405499731970757]"
cant,1900-1940,2,1.4457615332011908,23.787489366425884,2,"[7.33877150691744, 1.4457615332011908, 23.787489366425884, 26.23264938353274]"
descriptions,1900-1940,2,2.8915230664023817,23.787489366425884,2,"[1.2950773247501364, 2.8915230664023817, 23.787489366425884, 23.95154943713859]"
rudely,1900-1940,2,4.3372845996035725,23.787489366425884,2,"[5.612001740583925, 4.3372845996035725, 23.787489366425884, 26.23264938353274]"
mature,1900-1940,2,2.1686422998017862,23.787489366425884,2,"[6.043694182167303, 2.1686422998017862, 23.787489366425884, 9.124399785576605]"
nobleman,1860-1900,1,2.5901546495002727,23.132184531219053,3,"[2.5901546495002727, 23.132184531219053, 11.327375888774231, 11.405499731970757]"
railroad,1860-1900,1,3.45353953266703,23.132184531219053,2,"[3.45353953266703, 23.132184531219053, 6.7964255332645385, 5.702749865985378]"
endeavored,1860-1900,1,3.45353953266703,23.132184531219053,3,"[3.45353953266703, 23.132184531219053, 14.7255886554065, 35.357049169109345]"
necks,1900-1940,2,3.6144038330029766,22.654751777548462,2,"[10.360618598001091, 3.6144038330029766, 22.654751777548462, 23.95154943713859]"
dragons,1900-1940,2,1.4457615332011908,22.654751777548462,2,"[3.0218470910836515, 1.4457615332011908, 22.654751777548462, 22.810999463941513]"
ale,1900-1940,2,3.6144038330029766,22.654751777548462,2,"[25.90154649500273, 3.6144038330029766, 22.654751777548462, 21.67044949074444]"
olive,1900-1940,2,2.8915230664023817,22.654751777548462,2,"[3.885231974250409, 2.8915230664023817, 22.654751777548462, 27.373199356729813]"
thigh,1900-1940,2,0.7228807666005954,22.654751777548462,2,"[4.748616857417167, 0.7228807666005954, 22.654751777548462, 29.654299303123967]"
beauteous,1900-1940,2,1.4457615332011908,22.654751777548462,2,"[0.8633848831667575, 1.4457615332011908, 22.654751777548462, 23.95154943713859]"
incense,1900-1940,2,2.8915230664023817,22.654751777548462,2,"[3.0218470910836515, 2.8915230664023817, 22.654751777548462, 23.95154943713859]"
lust,1900-1940,2,3.6144038330029766,22.654751777548462,2,"[2.158462207916894, 3.6144038330029766, 22.654751777548462, 25.092099410335663]"
fabled,1900-1940,2,0.0,22.654751777548462,2,"[1.2950773247501364, 0.0, 22.654751777548462, 25.092099410335663]"
chivalry,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[2.5901546495002727, 4.3372845996035725, 22.654751777548462, 22.810999463941513]"
plague,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[10.79231103958447, 4.3372845996035725, 22.654751777548462, 31.935399249518117]"
publication,1900-1940,2,3.6144038330029766,22.654751777548462,2,"[3.0218470910836515, 3.6144038330029766, 22.654751777548462, 22.810999463941513]"
eighteenth,1900-1940,2,1.4457615332011908,22.654751777548462,2,"[11.22400348116785, 1.4457615332011908, 22.654751777548462, 23.95154943713859]"
murmurs,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[9.065541273250956, 4.3372845996035725, 22.654751777548462, 22.810999463941513]"
tropical,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[3.45353953266703, 4.3372845996035725, 22.654751777548462, 9.124399785576605]"
communion,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[8.633848831667576, 4.3372845996035725, 22.654751777548462, 22.810999463941513]"
situate,1900-1940,2,0.7228807666005954,22.654751777548462,2,"[0.0, 0.7228807666005954, 22.654751777548462, 22.810999463941513]"
bearded,1900-1940,2,2.8915230664023817,22.654751777548462,2,"[7.770463948500818, 2.8915230664023817, 22.654751777548462, 21.67044949074444]"
generic,1900-1940,2,0.0,22.654751777548462,2,"[2.158462207916894, 0.0, 22.654751777548462, 5.702749865985378]"
republic,1900-1940,2,4.3372845996035725,22.654751777548462,2,"[25.03816161183597, 4.3372845996035725, 22.654751777548462, 6.843299839182453]"
vapour,1860-1900,1,2.5901546495002727,22.409303764618453,3,"[2.5901546495002727, 22.409303764618453, 6.7964255332645385, 6.843299839182453]"
cliff,1860-1900,1,2.5901546495002727,21.68642299801786,3,"[2.5901546495002727, 21.68642299801786, 15.858326244283925, 7.983849812379529]"
idly,1900-1940,2,4.3372845996035725,21.52201418867104,2,"[7.770463948500818, 4.3372845996035725, 21.52201418867104, 18.24879957115321]"
centres,1900-1940,2,2.1686422998017862,21.52201418867104,2,"[6.043694182167303, 2.1686422998017862, 21.52201418867104, 9.124399785576605]"
