word,n_periods,min_freq,max_freq,freq_profile
government,3,23,164,"[109, 164, 47, 23]"
gown,3,23,106,"[106, 39, 35, 23]"
displayed,3,23,71,"[71, 43, 32, 23]"
chill,3,23,60,"[60, 43, 31, 23]"
fame,3,23,43,"[43, 23, 39, 33]"
effects,3,23,88,"[88, 39, 66, 23]"
lands,3,23,45,"[45, 23, 40, 38]"
sleeve,3,23,43,"[32, 36, 43, 23]"
hats,3,23,58,"[58, 23, 38, 38]"
coloured,3,23,56,"[30, 23, 56, 36]"
assist,3,23,75,"[75, 44, 23, 30]"
rarely,3,23,61,"[56, 61, 53, 23]"
waist,3,23,65,"[65, 40, 23, 30]"
sunk,3,23,86,"[86, 40, 23, 32]"
hungry,3,23,109,"[109, 81, 35, 23]"
founded,3,23,57,"[55, 23, 57, 45]"
apprehension,3,23,71,"[71, 37, 23, 42]"
allusion,3,23,69,"[69, 31, 23, 33]"
swimming,3,23,50,"[39, 23, 32, 50]"
acquired,3,23,96,"[66, 52, 96, 23]"
observation,3,23,159,"[159, 48, 23, 36]"
wont,3,23,71,"[49, 23, 64, 71]"
pot,3,23,72,"[72, 23, 41, 37]"
mouths,3,23,55,"[55, 23, 35, 40]"
precious,3,23,141,"[141, 72, 23, 33]"
abruptly,3,23,93,"[93, 43, 55, 23]"
vessel,3,23,123,"[110, 123, 23, 86]"
stern,3,23,136,"[136, 69, 23, 77]"
intense,3,23,107,"[107, 85, 23, 36]"
reaching,3,22,61,"[61, 54, 22, 36]"
ain,3,22,662,"[662, 203, 55, 22]"
mud,3,22,108,"[108, 63, 33, 22]"
echo,3,22,41,"[41, 22, 35, 35]"
penny,3,22,52,"[45, 22, 52, 52]"
detail,3,22,68,"[68, 52, 34, 22]"
mount,3,22,74,"[49, 22, 68, 74]"
suggestion,3,22,47,"[47, 32, 38, 22]"
teach,3,22,131,"[131, 44, 22, 33]"
occasions,3,22,130,"[130, 53, 22, 35]"
receiving,3,22,113,"[113, 45, 22, 62]"
confined,3,22,87,"[87, 49, 46, 22]"
corners,3,22,95,"[95, 39, 31, 22]"
grove,3,22,45,"[45, 22, 32, 37]"
resemblance,3,22,65,"[65, 22, 61, 33]"
cheap,3,22,63,"[63, 22, 36, 32]"
disturbed,3,22,113,"[113, 98, 45, 22]"
august,3,22,71,"[71, 56, 22, 33]"
gray,3,22,284,"[156, 284, 44, 22]"
slaves,3,22,166,"[166, 22, 44, 113]"
blown,3,22,46,"[39, 46, 34, 22]"
female,3,22,158,"[158, 22, 111, 100]"
lucky,3,22,68,"[68, 36, 22, 30]"
somehow,3,22,159,"[159, 99, 22, 62]"
enemies,3,22,76,"[55, 76, 55, 22]"
suspect,3,22,88,"[88, 42, 41, 22]"
yielded,3,22,63,"[63, 48, 36, 22]"
passages,3,22,53,"[53, 22, 35, 35]"
hated,3,22,71,"[71, 54, 41, 22]"
sprung,3,22,49,"[49, 22, 35, 35]"
islands,3,22,169,"[34, 22, 169, 41]"
dawn,3,22,110,"[110, 94, 32, 22]"
theme,3,22,38,"[34, 22, 38, 36]"
dearest,3,22,129,"[129, 60, 22, 34]"
repose,3,22,97,"[97, 47, 22, 31]"
whoever,3,22,57,"[57, 22, 33, 33]"
principles,3,22,64,"[64, 58, 41, 22]"
officer,3,22,182,"[182, 105, 22, 43]"
gesture,3,22,90,"[90, 86, 36, 22]"
fare,3,22,39,"[39, 31, 22, 34]"
satisfy,3,22,61,"[61, 32, 22, 30]"
leader,3,21,54,"[54, 21, 33, 32]"
fortunate,3,21,113,"[113, 51, 21, 32]"
deadly,3,21,64,"[64, 61, 21, 42]"
images,3,21,36,"[32, 21, 35, 36]"
attacked,3,21,48,"[48, 47, 31, 21]"
pursuit,3,21,117,"[117, 52, 21, 53]"
palm,3,21,36,"[32, 21, 36, 31]"
growth,3,21,77,"[59, 30, 77, 21]"
concern,3,21,100,"[100, 43, 21, 54]"
meantime,3,21,120,"[120, 44, 21, 47]"
infernal,3,21,49,"[49, 21, 39, 46]"
destroy,3,21,85,"[34, 85, 33, 21]"
lawn,3,21,43,"[41, 42, 43, 21]"
acted,3,21,75,"[75, 52, 32, 21]"
needs,3,21,105,"[105, 50, 21, 31]"
songs,3,21,110,"[110, 21, 30, 32]"
region,3,21,83,"[52, 21, 83, 64]"
cabin,3,21,152,"[128, 51, 21, 152]"
keen,3,21,66,"[66, 35, 21, 33]"
movements,3,21,70,"[61, 70, 34, 21]"
sex,3,21,74,"[74, 21, 46, 37]"
emperor,3,21,83,"[83, 64, 33, 21]"
fighting,3,21,50,"[50, 41, 35, 21]"
principal,3,21,148,"[148, 47, 21, 35]"
rang,3,21,101,"[85, 101, 36, 21]"
departed,3,21,140,"[140, 69, 21, 44]"
lovers,3,21,51,"[51, 21, 42, 36]"
ere,3,21,217,"[217, 64, 21, 103]"
gods,3,21,185,"[45, 21, 161, 185]"
erect,3,21,109,"[109, 47, 21, 33]"
cunning,3,21,89,"[89, 38, 21, 39]"
colours,3,21,43,"[38, 21, 43, 34]"
destined,3,21,69,"[69, 43, 21, 33]"
remaining,3,21,112,"[112, 68, 21, 38]"
wheel,3,21,68,"[68, 44, 30, 21]"
sinking,3,21,88,"[88, 39, 21, 37]"
journal,3,21,81,"[21, 81, 32, 30]"
estate,3,21,86,"[86, 46, 21, 42]"
vaguely,3,21,75,"[75, 38, 32, 21]"
swear,3,20,95,"[87, 95, 20, 31]"
claim,3,20,136,"[136, 52, 20, 30]"
concert,3,20,43,"[20, 33, 41, 43]"
substance,3,20,81,"[81, 31, 20, 51]"
actions,3,20,74,"[74, 39, 44, 20]"
officers,3,20,135,"[135, 70, 20, 68]"
vengeance,3,20,73,"[37, 73, 20, 35]"
downstairs,3,20,174,"[174, 67, 54, 20]"
improved,3,20,70,"[68, 32, 70, 20]"
regions,3,20,87,"[38, 20, 87, 48]"
bedroom,3,20,102,"[102, 96, 41, 20]"
anxiety,3,20,210,"[210, 103, 20, 37]"
presents,3,20,62,"[62, 20, 35, 46]"
landlord,3,20,148,"[148, 57, 20, 47]"
puts,3,20,93,"[93, 20, 49, 37]"
loving,3,20,120,"[120, 67, 20, 30]"
contain,3,20,48,"[48, 31, 20, 32]"
placing,3,20,59,"[59, 47, 20, 32]"
railway,3,20,74,"[20, 74, 48, 42]"
services,3,20,52,"[52, 47, 20, 33]"
succeed,3,20,60,"[60, 52, 35, 20]"
store,3,20,58,"[58, 45, 40, 20]"
belonging,3,20,84,"[84, 45, 50, 20]"
chairs,3,20,122,"[122, 44, 32, 20]"
globe,3,20,41,"[41, 34, 20, 38]"
mysteries,3,20,54,"[44, 20, 50, 54]"
daylight,3,20,120,"[120, 79, 20, 30]"
drowned,3,20,43,"[43, 36, 20, 33]"
exceedingly,3,20,128,"[128, 47, 20, 59]"
vanished,3,19,99,"[99, 92, 51, 19]"
insisted,3,19,67,"[67, 53, 46, 19]"
development,3,19,62,"[62, 40, 50, 19]"
hint,3,19,125,"[125, 45, 19, 50]"
conditions,3,19,258,"[65, 73, 258, 19]"
tales,3,19,129,"[48, 19, 124, 129]"
trifling,3,19,47,"[47, 37, 39, 19]"
skull,3,19,58,"[47, 19, 36, 58]"
leads,3,19,65,"[65, 19, 51, 36]"
invariably,3,19,68,"[68, 19, 45, 35]"
citizen,3,19,126,"[35, 19, 108, 126]"
pronounced,3,19,112,"[112, 58, 19, 36]"
agent,3,19,87,"[87, 59, 19, 47]"
struggled,3,19,59,"[46, 59, 33, 19]"
owner,3,19,75,"[68, 75, 19, 30]"
labor,3,19,111,"[97, 111, 19, 47]"
shores,3,19,48,"[19, 30, 48, 36]"
evident,3,19,140,"[140, 114, 19, 34]"
characteristic,3,19,57,"[57, 34, 35, 19]"
terrors,3,18,50,"[41, 18, 30, 50]"
earnest,3,18,178,"[178, 65, 18, 41]"
doubtless,3,18,137,"[65, 137, 18, 33]"
attend,3,18,117,"[117, 66, 18, 32]"
fragment,3,18,35,"[34, 18, 35, 30]"
existed,3,18,113,"[113, 39, 82, 18]"
external,3,18,46,"[46, 30, 45, 18]"
expense,3,18,115,"[115, 32, 18, 33]"
amongst,3,18,98,"[75, 98, 46, 18]"
wax,3,18,66,"[33, 18, 66, 30]"
kisses,3,18,44,"[35, 18, 44, 41]"
selected,3,18,35,"[34, 31, 35, 18]"
speed,3,18,95,"[95, 75, 18, 32]"
bloody,3,18,149,"[42, 18, 141, 149]"
reflections,3,18,84,"[84, 39, 18, 30]"
plants,3,18,356,"[37, 40, 356, 18]"
mistaken,3,18,172,"[172, 111, 18, 44]"
comfortable,3,18,249,"[249, 67, 18, 31]"
instantly,3,18,163,"[163, 125, 18, 61]"
engagement,3,18,112,"[112, 44, 18, 35]"
capacity,3,18,66,"[66, 31, 31, 18]"
relieved,3,18,130,"[130, 40, 18, 30]"
farm,3,18,109,"[109, 66, 48, 18]"
advancing,3,17,94,"[94, 51, 17, 30]"
invitation,3,17,112,"[112, 42, 17, 46]"
costume,3,17,61,"[49, 61, 30, 17]"
writer,3,17,52,"[49, 17, 48, 52]"
plot,3,17,49,"[33, 17, 49, 45]"
pine,3,17,77,"[30, 77, 17, 64]"
thereby,3,17,57,"[57, 17, 35, 51]"
plays,3,17,40,"[40, 17, 39, 32]"
sore,3,17,54,"[54, 30, 17, 31]"
million,3,17,63,"[59, 63, 32, 17]"
bars,3,17,60,"[60, 51, 33, 17]"
acting,3,17,48,"[48, 48, 31, 17]"
altar,3,17,69,"[56, 17, 65, 69]"
affectionate,3,17,144,"[144, 41, 17, 39]"
oil,3,17,116,"[116, 17, 30, 103]"
sailors,3,17,74,"[74, 72, 17, 72]"
complexion,3,17,81,"[81, 40, 17, 37]"
verse,3,17,37,"[34, 17, 37, 37]"
mode,3,17,106,"[106, 57, 17, 32]"
murmuring,3,17,35,"[30, 17, 35, 31]"
assure,3,17,250,"[250, 123, 17, 50]"
indifference,3,17,115,"[115, 70, 17, 33]"
blade,3,17,33,"[30, 33, 17, 30]"
definite,3,17,42,"[34, 42, 30, 17]"
lightning,3,17,125,"[125, 64, 17, 37]"
strangely,3,17,93,"[93, 61, 17, 46]"
bestowed,3,16,119,"[119, 38, 16, 33]"
district,3,16,67,"[30, 67, 33, 16]"
crooked,3,16,42,"[33, 16, 33, 42]"
consolation,3,16,77,"[77, 53, 16, 32]"
students,3,16,40,"[40, 16, 34, 33]"
footsteps,3,16,86,"[86, 53, 31, 16]"
comprehend,3,16,88,"[88, 53, 16, 40]"
national,3,16,100,"[100, 16, 44, 42]"
intelligent,3,16,81,"[81, 48, 16, 31]"
spectre,3,16,39,"[39, 16, 36, 37]"
leisure,3,16,119,"[119, 34, 16, 35]"
precisely,3,16,146,"[146, 84, 16, 37]"
cities,3,16,66,"[30, 16, 66, 54]"
security,3,16,60,"[60, 38, 31, 16]"
elegant,3,16,91,"[91, 38, 16, 31]"
scale,3,16,62,"[62, 41, 34, 16]"
constable,3,16,50,"[50, 16, 35, 30]"
instances,3,16,55,"[55, 16, 55, 44]"
adapted,3,15,71,"[42, 15, 71, 30]"
concluded,3,15,151,"[151, 56, 15, 51]"
drawer,3,15,46,"[46, 32, 33, 15]"
bull,3,15,65,"[51, 15, 56, 65]"
proceed,3,15,127,"[127, 62, 15, 45]"
sink,3,15,83,"[83, 35, 15, 39]"
shades,3,15,42,"[42, 15, 33, 38]"
raw,3,15,38,"[38, 15, 34, 36]"
neighbourhood,3,15,136,"[136, 31, 15, 33]"
fountain,3,15,51,"[36, 15, 44, 51]"
inches,3,15,58,"[58, 48, 15, 38]"
lunch,3,15,48,"[30, 48, 36, 15]"
races,3,15,74,"[41, 61, 74, 15]"
dislike,3,15,103,"[103, 43, 15, 37]"
forces,3,15,52,"[36, 35, 52, 15]"
gratitude,3,15,142,"[142, 78, 15, 34]"
merchant,3,15,56,"[56, 53, 15, 31]"
angels,3,15,79,"[79, 15, 31, 39]"
sharply,3,15,56,"[56, 32, 33, 15]"
originally,3,15,58,"[58, 15, 44, 43]"
hunt,3,15,73,"[73, 42, 15, 37]"
kindness,3,15,222,"[222, 96, 15, 57]"
cell,3,14,63,"[49, 63, 31, 14]"
disappointment,3,14,117,"[117, 46, 14, 33]"
whereas,3,14,60,"[49, 14, 60, 40]"
nest,3,14,54,"[46, 33, 54, 14]"
slave,3,14,229,"[229, 58, 14, 163]"
including,3,14,46,"[46, 14, 42, 31]"
persuaded,3,14,129,"[129, 38, 14, 35]"
hast,3,14,73,"[70, 14, 53, 73]"
wiped,3,14,45,"[45, 42, 31, 14]"
text,3,14,55,"[31, 14, 48, 55]"
uniform,3,14,66,"[52, 66, 38, 14]"
apparent,3,14,55,"[55, 44, 31, 14]"
rises,3,14,67,"[67, 14, 41, 42]"
voyage,3,14,129,"[129, 40, 14, 115]"
honourable,3,13,116,"[116, 13, 36, 40]"
returns,3,13,236,"[236, 13, 41, 45]"
inquiries,3,13,102,"[102, 56, 13, 37]"
locks,3,13,50,"[50, 13, 31, 34]"
prospect,3,13,156,"[156, 47, 13, 34]"
historical,3,13,52,"[30, 13, 49, 52]"
abbey,3,13,73,"[43, 13, 72, 73]"
expectation,3,13,94,"[94, 41, 13, 30]"
included,3,13,50,"[50, 13, 47, 37]"
disappear,3,13,39,"[34, 39, 31, 13]"
amiable,3,12,188,"[188, 37, 12, 48]"
damned,3,12,56,"[43, 12, 56, 55]"
moustache,3,12,49,"[12, 33, 49, 47]"
fortnight,3,12,92,"[92, 44, 12, 39]"
lad,3,12,173,"[173, 91, 12, 40]"
deck,3,12,185,"[184, 63, 12, 185]"
particulars,3,12,94,"[94, 56, 12, 49]"
male,3,12,92,"[48, 12, 92, 50]"
umbrella,3,11,51,"[48, 11, 51, 47]"
kick,3,11,56,"[56, 11, 35, 45]"
errors,3,11,39,"[39, 11, 31, 32]"
bronze,3,11,53,"[11, 38, 53, 52]"
difficulties,3,10,114,"[114, 53, 79, 10]"
dame,3,10,63,"[63, 10, 31, 30]"
crew,3,10,152,"[151, 60, 10, 152]"
toil,3,10,92,"[92, 40, 10, 30]"
virgin,3,10,89,"[61, 10, 80, 89]"
results,3,10,61,"[61, 33, 30, 10]"
maiden,3,10,36,"[36, 10, 30, 30]"
belly,3,9,45,"[34, 9, 36, 45]"
whilst,3,9,118,"[37, 118, 73, 9]"
defend,3,9,44,"[44, 41, 31, 9]"
mate,3,9,84,"[82, 39, 9, 84]"
boats,3,9,171,"[171, 36, 9, 151]"
perfection,3,9,41,"[41, 34, 37, 9]"
scared,3,8,60,"[47, 60, 30, 8]"
vanity,3,8,80,"[80, 38, 8, 30]"
tap,3,8,61,"[53, 8, 61, 61]"
legend,3,8,50,"[30, 8, 50, 50]"
toward,3,7,130,"[91, 103, 130, 7]"
darted,3,7,91,"[91, 51, 7, 44]"
mustn,3,7,45,"[45, 38, 30, 7]"
regiment,3,5,60,"[60, 40, 5, 30]"
hammer,3,5,64,"[64, 38, 5, 31]"
dost,3,4,68,"[60, 4, 48, 68]"
dragon,3,4,58,"[52, 4, 52, 58]"
ashore,3,3,67,"[67, 31, 3, 37]"
nun,3,3,44,"[44, 3, 40, 40]"
dean,3,1,56,"[56, 1, 33, 32]"
rector,3,0,60,"[55, 0, 57, 60]"
cigarette,3,0,59,"[0, 40, 59, 45]"
