word,n_periods,min_freq,max_freq,freq_profile
stars,4,97,153,"[153, 101, 99, 97]"
unless,4,97,305,"[305, 119, 97, 102]"
rise,4,97,210,"[210, 125, 114, 97]"
clothes,4,96,259,"[259, 193, 106, 96]"
moving,4,96,173,"[173, 169, 102, 96]"
thoughts,4,96,497,"[497, 338, 96, 146]"
appear,4,96,281,"[281, 190, 138, 96]"
bird,4,96,142,"[142, 105, 122, 96]"
brown,4,96,171,"[171, 96, 151, 140]"
strength,4,96,309,"[309, 245, 96, 100]"
enter,4,96,284,"[284, 152, 111, 96]"
straight,4,96,277,"[277, 253, 96, 103]"
catch,4,96,175,"[175, 123, 96, 96]"
notice,4,95,318,"[318, 156, 97, 95]"
object,4,95,573,"[573, 168, 95, 160]"
opposite,4,95,297,"[297, 182, 104, 95]"
spot,4,95,324,"[324, 205, 95, 100]"
priest,4,95,151,"[95, 135, 151, 151]"
piece,4,95,351,"[351, 175, 102, 95]"
garden,4,95,541,"[541, 290, 120, 95]"
rain,4,94,237,"[237, 134, 111, 94]"
simple,4,94,239,"[239, 218, 117, 94]"
pay,4,94,402,"[402, 222, 94, 98]"
produced,4,94,238,"[238, 116, 226, 94]"
minutes,4,94,507,"[507, 343, 94, 125]"
grey,4,94,179,"[135, 94, 179, 164]"
wished,4,93,423,"[423, 257, 93, 107]"
pain,4,93,245,"[245, 205, 93, 117]"
allowed,4,93,323,"[323, 140, 93, 115]"
immediately,4,93,569,"[569, 317, 93, 147]"
devil,4,93,268,"[268, 125, 93, 134]"
lot,4,93,166,"[166, 96, 114, 93]"
listen,4,93,241,"[241, 229, 100, 93]"
coat,4,93,396,"[396, 195, 104, 93]"
entirely,4,93,318,"[318, 169, 93, 126]"
engaged,4,93,357,"[357, 147, 93, 131]"
couldn,4,92,572,"[572, 177, 158, 92]"
lamp,4,92,128,"[92, 128, 102, 93]"
space,4,92,184,"[184, 129, 123, 92]"
finally,4,92,225,"[225, 125, 92, 103]"
wants,4,92,210,"[210, 122, 95, 92]"
thanks,4,92,164,"[164, 131, 92, 93]"
fish,4,92,175,"[173, 92, 101, 175]"
possibly,4,92,228,"[228, 147, 98, 92]"
period,4,91,303,"[224, 93, 303, 91]"
ship,4,91,561,"[555, 166, 91, 561]"
horror,4,91,210,"[159, 210, 91, 102]"
wood,4,91,186,"[175, 186, 91, 124]"
regard,4,91,290,"[290, 104, 91, 101]"
observed,4,91,590,"[590, 187, 91, 99]"
opening,4,91,255,"[255, 179, 91, 104]"
passage,4,91,287,"[287, 157, 91, 103]"
stay,4,91,418,"[418, 271, 94, 91]"
gentlemen,4,91,672,"[672, 190, 91, 164]"
touched,4,91,250,"[250, 224, 95, 91]"
waves,4,91,135,"[94, 91, 99, 135]"
merely,4,90,331,"[331, 313, 90, 111]"
occasion,4,90,496,"[496, 161, 90, 135]"
wrong,4,90,470,"[470, 256, 90, 108]"
plain,4,90,316,"[316, 95, 90, 116]"
stream,4,90,104,"[94, 104, 90, 103]"
forgotten,4,90,238,"[238, 199, 102, 90]"
future,4,90,323,"[323, 197, 110, 90]"
considered,4,90,307,"[307, 163, 135, 90]"
boots,4,89,172,"[172, 95, 101, 89]"
blind,4,89,195,"[195, 89, 114, 94]"
mass,4,89,187,"[187, 109, 89, 115]"
society,4,89,443,"[443, 286, 89, 111]"
send,4,89,296,"[296, 202, 89, 96]"
knowledge,4,89,391,"[391, 224, 89, 106]"
instance,4,89,238,"[137, 102, 238, 89]"
heat,4,89,115,"[94, 115, 102, 89]"
sake,4,89,321,"[321, 194, 89, 96]"
voices,4,89,158,"[158, 121, 109, 89]"
learn,4,89,198,"[198, 169, 89, 90]"
need,4,89,527,"[527, 315, 127, 89]"
months,4,89,399,"[399, 248, 89, 98]"
food,4,89,195,"[118, 195, 139, 89]"
easily,4,88,300,"[300, 178, 117, 88]"
speech,4,88,278,"[278, 99, 88, 99]"
bread,4,88,233,"[233, 135, 88, 99]"
tongue,4,87,192,"[192, 87, 115, 120]"
degree,4,87,268,"[268, 112, 240, 87]"
silver,4,87,138,"[138, 109, 114, 87]"
war,4,87,236,"[236, 96, 137, 87]"
fixed,4,87,372,"[372, 264, 87, 109]"
listening,4,87,161,"[161, 159, 97, 87]"
hung,4,87,229,"[229, 167, 87, 87]"
scarcely,4,87,280,"[280, 259, 87, 112]"
although,4,87,305,"[305, 278, 192, 87]"
exactly,4,86,341,"[341, 210, 86, 103]"
pity,4,86,289,"[289, 260, 86, 104]"
lie,4,86,295,"[295, 153, 86, 96]"
respect,4,86,331,"[331, 158, 86, 91]"
surprise,4,86,326,"[326, 191, 86, 91]"
escape,4,86,280,"[280, 221, 86, 126]"
discovered,4,86,187,"[153, 187, 113, 86]"
forest,4,86,158,"[158, 153, 86, 87]"
horses,4,86,329,"[304, 329, 119, 86]"
explanation,4,86,141,"[137, 86, 141, 108]"
grew,4,86,270,"[249, 270, 117, 86]"
houses,4,86,283,"[283, 189, 87, 86]"
threw,4,86,251,"[251, 224, 97, 86]"
appears,4,86,171,"[171, 103, 98, 86]"
fortune,4,86,287,"[254, 287, 111, 86]"
opportunity,4,85,319,"[319, 146, 85, 91]"
lifted,4,85,135,"[135, 121, 103, 85]"
watched,4,85,212,"[184, 212, 99, 85]"
nine,4,85,183,"[183, 155, 85, 88]"
thick,4,85,182,"[172, 182, 97, 85]"
born,4,85,269,"[269, 85, 191, 205]"
modern,4,85,97,"[87, 85, 96, 97]"
nobody,4,85,529,"[529, 107, 87, 85]"
marriage,4,85,422,"[422, 184, 85, 140]"
mere,4,85,265,"[265, 189, 87, 85]"
similar,4,85,129,"[129, 95, 111, 85]"
expected,4,84,406,"[406, 281, 84, 88]"
consider,4,84,338,"[338, 165, 84, 84]"
fancy,4,84,293,"[293, 210, 84, 117]"
outside,4,84,399,"[399, 191, 155, 84]"
pray,4,84,371,"[371, 157, 84, 121]"
clock,4,84,536,"[536, 474, 127, 84]"
chief,4,84,192,"[192, 179, 84, 120]"
wine,4,84,265,"[265, 146, 88, 84]"
liked,4,83,266,"[266, 206, 86, 83]"
force,4,83,329,"[329, 171, 96, 83]"
joy,4,83,388,"[388, 284, 83, 93]"
peace,4,83,278,"[278, 192, 83, 83]"
faint,4,83,166,"[133, 166, 92, 83]"
style,4,83,168,"[168, 88, 83, 97]"
wet,4,82,142,"[142, 92, 95, 82]"
surprised,4,82,262,"[262, 163, 96, 82]"
peculiar,4,82,291,"[291, 131, 82, 95]"
tall,4,82,230,"[230, 112, 82, 98]"
seated,4,82,372,"[372, 136, 82, 88]"
lead,4,82,191,"[191, 144, 82, 83]"
forms,4,82,472,"[173, 93, 472, 82]"
smoke,4,82,207,"[198, 207, 82, 87]"
colour,4,82,131,"[104, 82, 131, 94]"
position,4,82,451,"[313, 451, 114, 82]"
seized,4,82,282,"[282, 151, 88, 82]"
laughter,4,82,133,"[133, 104, 98, 82]"
visit,4,81,416,"[416, 223, 81, 138]"
spring,4,81,223,"[205, 223, 81, 97]"
likely,4,81,376,"[376, 144, 81, 87]"
difficulty,4,81,266,"[266, 152, 183, 81]"
interesting,4,81,152,"[152, 147, 87, 81]"
flowers,4,81,197,"[197, 166, 168, 81]"
believed,4,81,320,"[320, 182, 81, 93]"
circle,4,81,158,"[158, 118, 81, 91]"
dogs,4,81,128,"[128, 98, 91, 81]"
wholly,4,80,224,"[224, 80, 89, 95]"
pair,4,80,232,"[232, 108, 99, 80]"
mountains,4,80,108,"[80, 84, 108, 80]"
meaning,4,80,272,"[272, 222, 80, 90]"
throw,4,80,209,"[209, 106, 80, 82]"
shoulder,4,80,266,"[266, 196, 125, 80]"
clouds,4,80,123,"[123, 104, 80, 83]"
fast,4,80,341,"[341, 120, 80, 133]"
flying,4,80,91,"[91, 91, 80, 84]"
playing,4,79,160,"[160, 108, 88, 79]"
brain,4,79,150,"[132, 150, 79, 101]"
shut,4,79,370,"[370, 191, 98, 79]"
huge,4,79,113,"[106, 113, 82, 79]"
paid,4,79,322,"[322, 183, 79, 98]"
throat,4,79,151,"[151, 135, 89, 79]"
started,4,79,275,"[275, 233, 104, 79]"
imagine,4,79,269,"[269, 156, 79, 85]"
gives,4,79,204,"[204, 79, 128, 121]"
shame,4,78,194,"[194, 127, 78, 87]"
carry,4,78,283,"[283, 133, 78, 83]"
kitchen,4,78,252,"[252, 126, 144, 78]"
spoken,4,78,271,"[271, 170, 78, 81]"
bottle,4,78,136,"[136, 122, 98, 78]"
heads,4,78,283,"[283, 110, 78, 115]"
walls,4,78,242,"[242, 118, 87, 78]"
thy,4,78,386,"[288, 78, 283, 386]"
opinion,4,78,585,"[585, 225, 78, 135]"
shape,4,78,149,"[149, 78, 119, 98]"
expect,4,78,269,"[269, 139, 89, 78]"
loved,4,78,359,"[359, 276, 117, 78]"
presence,4,78,419,"[419, 237, 121, 78]"
fallen,4,78,268,"[268, 177, 82, 78]"
cast,4,77,333,"[333, 159, 77, 110]"
worth,4,77,309,"[309, 208, 77, 81]"
gentle,4,77,255,"[255, 96, 77, 85]"
removed,4,77,172,"[172, 77, 81, 80]"
cup,4,77,88,"[77, 88, 82, 79]"
slow,4,77,184,"[184, 84, 135, 77]"
lying,4,77,255,"[255, 218, 85, 77]"
thin,4,77,192,"[192, 161, 96, 77]"
mystery,4,77,153,"[153, 91, 78, 77]"
bridge,4,77,118,"[118, 87, 83, 77]"
rock,4,77,136,"[77, 136, 96, 94]"
flight,4,77,167,"[167, 81, 106, 77]"
singing,4,77,152,"[152, 77, 78, 84]"
writing,4,77,243,"[243, 134, 77, 84]"
fat,4,77,248,"[248, 77, 82, 85]"
grand,4,77,265,"[265, 77, 95, 114]"
remain,4,76,319,"[319, 221, 82, 76]"
gaze,4,76,186,"[186, 77, 76, 84]"
fate,4,76,148,"[148, 127, 76, 81]"
softly,4,76,179,"[179, 87, 81, 76]"
driven,4,76,103,"[103, 83, 80, 76]"
putting,4,76,366,"[366, 227, 83, 76]"
wore,4,76,208,"[208, 132, 83, 76]"
named,4,76,146,"[146, 76, 86, 92]"
court,4,76,495,"[495, 154, 76, 89]"
papers,4,76,242,"[242, 199, 76, 76]"
evil,4,76,299,"[299, 166, 76, 86]"
wings,4,76,144,"[80, 76, 144, 97]"
sacred,4,76,127,"[127, 76, 97, 105]"
spread,4,75,155,"[155, 90, 95, 75]"
dull,4,75,211,"[211, 140, 75, 76]"
grass,4,75,191,"[152, 191, 89, 75]"
dying,4,75,167,"[167, 156, 75, 89]"
fashion,4,75,175,"[175, 91, 75, 85]"
talked,4,75,333,"[333, 215, 77, 75]"
concerning,4,75,153,"[153, 79, 82, 75]"
weight,4,75,129,"[129, 95, 75, 80]"
attempt,4,75,199,"[199, 121, 75, 98]"
reach,4,75,214,"[214, 126, 75, 78]"
cross,4,75,199,"[199, 109, 116, 75]"
false,4,75,186,"[186, 97, 75, 82]"
watching,4,75,207,"[207, 183, 75, 75]"
faith,4,75,152,"[152, 120, 80, 75]"
orders,4,75,160,"[152, 160, 99, 75]"
inside,4,74,196,"[196, 74, 94, 76]"
mysterious,4,74,244,"[244, 134, 74, 77]"
golden,4,74,116,"[116, 74, 86, 92]"
birds,4,74,223,"[161, 116, 223, 74]"
proud,4,74,242,"[242, 156, 74, 94]"
ring,4,74,170,"[170, 131, 74, 85]"
study,4,74,251,"[224, 251, 128, 74]"
seat,4,74,288,"[288, 182, 74, 75]"
stairs,4,74,247,"[247, 132, 85, 74]"
bore,4,74,196,"[196, 74, 85, 100]"
serious,4,74,285,"[285, 176, 74, 97]"
amid,4,73,152,"[152, 73, 137, 146]"
chair,4,73,722,"[722, 304, 146, 73]"
glance,4,73,437,"[437, 200, 80, 73]"
pleasant,4,73,352,"[352, 141, 73, 90]"
eight,4,73,280,"[280, 202, 73, 85]"
drove,4,73,197,"[140, 197, 89, 73]"
kiss,4,73,158,"[158, 103, 88, 73]"
game,4,73,164,"[164, 106, 76, 73]"
thrown,4,73,262,"[262, 132, 73, 90]"
bearing,4,73,159,"[159, 73, 73, 80]"
dressed,4,73,239,"[239, 189, 80, 73]"
square,4,73,207,"[207, 73, 102, 86]"
everybody,4,72,421,"[421, 116, 72, 84]"
sign,4,72,249,"[249, 216, 72, 97]"
moments,4,72,274,"[274, 177, 72, 86]"
clean,4,72,131,"[131, 79, 72, 77]"
slight,4,72,239,"[239, 138, 176, 72]"
vain,4,72,218,"[218, 124, 72, 113]"
miles,4,72,237,"[237, 187, 72, 110]"
holy,4,72,144,"[120, 72, 127, 144]"
hotel,4,72,96,"[72, 96, 75, 79]"
leg,4,72,263,"[263, 85, 72, 146]"
bar,4,72,173,"[173, 73, 101, 72]"
proper,4,72,224,"[224, 72, 95, 116]"
buy,4,72,107,"[107, 87, 74, 72]"
marked,4,71,147,"[147, 95, 81, 71]"
due,4,71,180,"[180, 96, 113, 71]"
striking,4,71,146,"[146, 82, 91, 71]"
bound,4,71,238,"[238, 166, 71, 82]"
offered,4,71,194,"[194, 150, 71, 74]"
absence,4,71,203,"[203, 88, 73, 71]"
arrived,4,71,318,"[318, 278, 72, 71]"
jack,4,71,369,"[89, 71, 365, 369]"
features,4,71,186,"[186, 100, 71, 86]"
played,4,71,173,"[173, 135, 100, 71]"
caused,4,71,223,"[223, 122, 98, 71]"
ancient,4,71,253,"[232, 71, 253, 184]"
isn,4,71,132,"[117, 127, 132, 71]"
dry,4,71,177,"[177, 118, 81, 71]"
whenever,4,71,214,"[214, 94, 71, 82]"
cap,4,71,180,"[180, 87, 78, 71]"
conversation,4,71,496,"[496, 432, 71, 130]"
explained,4,71,136,"[136, 103, 132, 71]"
actually,4,71,155,"[155, 94, 71, 75]"
lies,4,70,198,"[198, 74, 70, 77]"
mistake,4,70,202,"[202, 122, 70, 76]"
move,4,70,188,"[188, 152, 83, 70]"
waited,4,70,193,"[167, 193, 101, 70]"
sought,4,70,183,"[183, 124, 72, 70]"
takes,4,70,319,"[319, 70, 154, 146]"
loud,4,70,254,"[254, 109, 70, 86]"
dream,4,70,232,"[232, 201, 88, 70]"
surface,4,70,129,"[124, 129, 70, 79]"
fields,4,70,143,"[143, 70, 85, 72]"
existence,4,70,236,"[236, 177, 154, 70]"
thinks,4,70,202,"[202, 70, 73, 86]"
cruel,4,70,135,"[135, 70, 78, 91]"
drawing,4,70,263,"[263, 110, 70, 93]"
doctor,4,70,758,"[758, 370, 179, 70]"
stick,4,70,166,"[166, 104, 70, 84]"
waters,4,70,214,"[121, 70, 161, 214]"
described,4,70,118,"[118, 70, 71, 73]"
honour,4,70,290,"[290, 70, 70, 97]"
afternoon,4,70,224,"[224, 137, 154, 70]"
empty,4,69,186,"[186, 171, 106, 69]"
alive,4,69,199,"[199, 127, 69, 74]"
complete,4,69,226,"[226, 160, 75, 69]"
iron,4,69,390,"[390, 182, 69, 141]"
remains,4,69,159,"[159, 69, 93, 71]"
beheld,4,69,260,"[260, 70, 69, 95]"
example,4,69,145,"[145, 70, 78, 69]"
nearer,4,69,184,"[184, 152, 71, 69]"
ball,4,69,152,"[152, 109, 69, 103]"
bottom,4,69,298,"[298, 154, 69, 122]"
meeting,4,69,269,"[269, 192, 69, 110]"
listened,4,69,264,"[264, 209, 69, 73]"
fellows,4,68,131,"[130, 68, 120, 131]"
cases,4,68,269,"[148, 74, 269, 68]"
direction,4,68,333,"[333, 196, 71, 68]"
crowd,4,68,273,"[273, 201, 83, 68]"
otherwise,4,68,264,"[264, 81, 68, 92]"
learned,4,68,242,"[242, 200, 68, 96]"
promise,4,68,232,"[232, 230, 68, 70]"
smell,4,68,101,"[94, 68, 93, 101]"
taste,4,68,205,"[205, 102, 68, 75]"
sharp,4,68,236,"[236, 124, 68, 90]"
condition,4,68,268,"[268, 181, 104, 68]"
burning,4,68,163,"[163, 125, 68, 70]"
wonderful,4,68,187,"[174, 187, 100, 68]"
trembling,4,68,196,"[196, 107, 77, 68]"
heavens,4,67,99,"[67, 99, 76, 86]"
knowing,4,67,372,"[372, 210, 67, 87]"
points,4,67,175,"[175, 67, 156, 97]"
forehead,4,67,176,"[176, 158, 67, 85]"
anger,4,67,115,"[115, 92, 67, 76]"
understood,4,67,287,"[287, 281, 75, 67]"
rolled,4,67,145,"[145, 90, 67, 95]"
pointed,4,67,197,"[197, 144, 67, 87]"
eating,4,67,120,"[120, 80, 67, 68]"
sand,4,67,77,"[67, 77, 69, 68]"
gently,4,67,210,"[210, 92, 69, 67]"
service,4,67,304,"[304, 231, 67, 67]"
higher,4,67,189,"[189, 119, 84, 67]"
crossed,4,67,166,"[147, 112, 166, 67]"
loose,4,67,124,"[124, 69, 67, 78]"
winter,4,66,194,"[187, 194, 78, 66]"
suggested,4,66,122,"[122, 72, 76, 66]"
important,4,66,191,"[191, 162, 176, 66]"
pieces,4,66,123,"[123, 100, 72, 66]"
nevertheless,4,66,312,"[312, 66, 91, 77]"
carefully,4,66,169,"[155, 169, 80, 66]"
bank,4,66,158,"[158, 128, 91, 66]"
tale,4,66,156,"[97, 66, 156, 151]"
finished,4,66,215,"[215, 194, 72, 66]"
minute,4,66,409,"[409, 298, 110, 66]"
skin,4,66,104,"[99, 66, 98, 104]"
hanging,4,66,154,"[154, 87, 66, 77]"
twelve,4,66,196,"[196, 126, 66, 88]"
finger,4,66,174,"[174, 127, 71, 66]"
shot,4,65,183,"[183, 124, 65, 72]"
stage,4,65,120,"[120, 67, 110, 65]"
windows,4,65,294,"[294, 186, 114, 65]"
forced,4,65,226,"[226, 114, 65, 69]"
class,4,65,130,"[114, 75, 130, 65]"
prepared,4,65,233,"[233, 170, 65, 77]"
showed,4,65,270,"[270, 232, 65, 71]"
ones,4,65,162,"[162, 120, 79, 65]"
aid,4,65,119,"[119, 104, 98, 65]"
lover,4,65,87,"[80, 87, 65, 65]"
animal,4,65,128,"[111, 103, 128, 65]"
cool,4,65,122,"[122, 65, 77, 76]"
begin,4,65,301,"[301, 190, 65, 69]"
grief,4,65,163,"[144, 163, 65, 80]"
grace,4,65,133,"[133, 65, 78, 81]"
rapidly,4,65,141,"[131, 141, 65, 67]"
usually,4,64,195,"[195, 99, 64, 69]"
ages,4,64,98,"[85, 64, 98, 74]"
possession,4,64,214,"[214, 128, 64, 74]"
fool,4,64,184,"[184, 89, 71, 64]"
justice,4,64,297,"[297, 138, 64, 103]"
completely,4,64,181,"[181, 170, 64, 68]"
worse,4,64,416,"[416, 192, 64, 87]"
shop,4,64,262,"[262, 76, 80, 64]"
rendered,4,64,200,"[200, 80, 86, 64]"
train,4,64,159,"[100, 159, 93, 64]"
allow,4,64,325,"[325, 204, 64, 89]"
equal,4,64,230,"[230, 88, 64, 81]"
somebody,4,64,310,"[310, 75, 74, 64]"
difference,4,64,221,"[221, 106, 141, 64]"
result,4,64,222,"[222, 119, 97, 64]"
calling,4,64,227,"[227, 113, 64, 87]"
frequently,4,64,154,"[154, 78, 64, 90]"
east,4,64,101,"[79, 101, 71, 64]"
pure,4,64,132,"[132, 86, 98, 64]"
break,4,64,206,"[206, 152, 64, 87]"
baby,4,64,163,"[163, 134, 82, 64]"
knees,4,63,244,"[244, 155, 64, 63]"
sick,4,63,176,"[176, 142, 64, 63]"
related,4,63,123,"[82, 67, 123, 63]"
west,4,63,115,"[85, 63, 115, 73]"
wondered,4,63,112,"[112, 93, 82, 63]"
pride,4,63,297,"[297, 129, 63, 114]"
prince,4,63,280,"[150, 258, 280, 63]"
drank,4,63,97,"[97, 88, 77, 63]"
gay,4,63,114,"[114, 76, 63, 63]"
captain,4,63,514,"[514, 244, 63, 392]"
perfect,4,63,309,"[309, 161, 129, 63]"
visible,4,63,239,"[239, 118, 63, 64]"
double,4,63,172,"[172, 80, 73, 63]"
success,4,63,161,"[161, 107, 64, 63]"
advantage,4,63,257,"[257, 91, 115, 63]"
doors,4,63,232,"[232, 118, 87, 63]"
suit,4,63,230,"[230, 73, 67, 63]"
weather,4,62,235,"[235, 103, 62, 76]"
lately,4,62,124,"[124, 69, 67, 62]"
companion,4,62,326,"[326, 181, 62, 69]"
figures,4,62,111,"[111, 86, 62, 64]"
murder,4,62,125,"[125, 107, 62, 72]"
beat,4,62,163,"[163, 108, 67, 62]"
broad,4,62,252,"[252, 105, 62, 93]"
midnight,4,62,120,"[120, 86, 62, 90]"
moral,4,62,149,"[149, 77, 64, 62]"
events,4,62,198,"[198, 115, 62, 73]"
excuse,4,62,232,"[232, 177, 73, 62]"
gazed,4,62,201,"[201, 133, 62, 69]"
habit,4,62,219,"[219, 122, 109, 62]"
drive,4,62,156,"[156, 145, 91, 62]"
pleased,4,62,309,"[309, 149, 62, 92]"
ordinary,4,62,180,"[180, 74, 87, 62]"
minds,4,62,162,"[162, 73, 62, 75]"
promised,4,62,159,"[144, 159, 62, 75]"
tired,4,62,182,"[182, 143, 88, 62]"
passion,4,61,227,"[227, 160, 61, 64]"
buried,4,61,145,"[145, 109, 61, 68]"
queer,4,61,149,"[149, 80, 61, 94]"
satisfaction,4,61,295,"[295, 95, 61, 71]"
hearing,4,61,262,"[262, 148, 61, 102]"
deal,4,61,695,"[695, 202, 61, 86]"
conscious,4,61,240,"[240, 144, 61, 67]"
anyone,4,61,263,"[101, 263, 64, 61]"
limbs,4,61,102,"[102, 61, 100, 82]"
highly,4,61,188,"[188, 61, 109, 78]"
health,4,61,248,"[248, 132, 61, 69]"
asking,4,61,164,"[164, 110, 61, 74]"
endure,4,61,73,"[73, 67, 70, 61]"
supper,4,61,194,"[194, 132, 61, 80]"
punishment,4,61,79,"[68, 71, 61, 79]"
special,4,61,139,"[139, 129, 94, 61]"
month,4,61,198,"[198, 145, 61, 73]"
considerable,4,61,236,"[236, 90, 61, 69]"
awful,4,60,211,"[159, 211, 60, 70]"
concealed,4,60,133,"[133, 105, 60, 65]"
judge,4,60,317,"[317, 183, 60, 73]"
becomes,4,60,155,"[155, 60, 106, 93]"
wound,4,60,116,"[116, 84, 60, 67]"
upper,4,60,152,"[152, 60, 92, 91]"
companions,4,60,129,"[129, 74, 60, 84]"
native,4,60,112,"[112, 79, 60, 64]"
silk,4,60,84,"[70, 60, 84, 62]"
mad,4,60,230,"[230, 172, 60, 74]"
blow,4,60,242,"[242, 132, 60, 77]"
carrying,4,60,176,"[176, 114, 60, 66]"
address,4,60,224,"[224, 98, 60, 76]"
excited,4,60,142,"[142, 125, 60, 63]"
blessed,4,60,120,"[120, 60, 88, 96]"
quarter,4,60,325,"[325, 123, 60, 67]"
woods,4,60,226,"[156, 226, 60, 105]"
north,4,59,147,"[142, 59, 147, 119]"
row,4,59,94,"[94, 88, 59, 74]"
fully,4,59,183,"[183, 120, 90, 59]"
occurred,4,59,231,"[231, 146, 72, 59]"
thou,4,59,680,"[669, 59, 428, 680]"
leading,4,59,167,"[167, 79, 63, 59]"
value,4,59,113,"[113, 108, 95, 59]"
drop,4,59,166,"[166, 109, 59, 66]"
remarkable,4,59,185,"[185, 94, 91, 59]"
wise,4,59,159,"[159, 83, 66, 59]"
bodies,4,59,99,"[59, 75, 99, 94]"
whence,4,59,158,"[158, 70, 59, 66]"
naturally,4,59,202,"[202, 83, 76, 59]"
mistress,4,59,222,"[222, 68, 59, 116]"
bosom,4,59,164,"[164, 76, 59, 73]"
offer,4,59,236,"[236, 161, 59, 71]"
honor,4,59,255,"[136, 255, 59, 84]"
glanced,4,59,188,"[135, 188, 82, 59]"
loss,4,59,213,"[213, 103, 59, 72]"
leaning,4,59,196,"[196, 114, 59, 63]"
presented,4,59,276,"[276, 162, 59, 84]"
sorrow,4,59,177,"[177, 116, 59, 78]"
slightly,4,59,136,"[111, 136, 109, 59]"
built,4,59,102,"[102, 91, 59, 60]"
spent,4,58,172,"[172, 160, 58, 68]"
famous,4,58,113,"[113, 58, 82, 110]"
weary,4,58,138,"[138, 79, 58, 77]"
excellent,4,58,236,"[236, 136, 58, 68]"
host,4,58,99,"[99, 98, 60, 58]"
useful,4,58,178,"[178, 61, 115, 58]"
experience,4,58,221,"[221, 154, 69, 58]"
lights,4,58,132,"[132, 79, 70, 58]"
familiar,4,58,149,"[149, 120, 75, 58]"
extreme,4,58,135,"[135, 101, 96, 58]"
fault,4,58,228,"[228, 123, 58, 65]"
thrust,4,58,204,"[204, 64, 59, 58]"
danger,4,58,229,"[229, 195, 58, 65]"
cheeks,4,58,114,"[112, 114, 69, 58]"
worthy,4,58,246,"[246, 118, 61, 58]"
creature,4,58,429,"[429, 180, 58, 99]"
flame,4,57,83,"[83, 81, 57, 70]"
start,4,57,235,"[235, 137, 57, 72]"
shade,4,57,125,"[125, 89, 65, 57]"
keeping,4,57,231,"[231, 146, 64, 57]"
succeeded,4,57,203,"[203, 108, 60, 57]"
lose,4,57,240,"[240, 169, 57, 62]"
trousers,4,57,112,"[112, 57, 72, 60]"
grow,4,57,165,"[165, 109, 57, 71]"
tells,4,57,106,"[101, 57, 106, 102]"
plainly,4,57,162,"[162, 61, 61, 57]"
intended,4,57,154,"[154, 120, 57, 76]"
gate,4,57,300,"[300, 163, 87, 57]"
angry,4,57,239,"[239, 157, 57, 64]"
cries,4,57,159,"[159, 57, 66, 74]"
noble,4,57,231,"[231, 156, 57, 109]"
safe,4,57,203,"[203, 142, 57, 59]"
excitement,4,57,131,"[120, 131, 61, 57]"
bought,4,57,137,"[137, 101, 73, 57]"
occasionally,4,57,166,"[166, 57, 84, 63]"
birth,4,57,128,"[128, 57, 85, 76]"
monster,4,57,115,"[115, 78, 57, 101]"
bow,4,57,174,"[174, 72, 57, 104]"
streets,4,57,351,"[351, 117, 57, 74]"
proved,4,57,143,"[143, 106, 57, 66]"
description,4,57,137,"[137, 59, 57, 80]"
fly,4,57,118,"[118, 112, 57, 59]"
exclaimed,4,57,602,"[602, 309, 64, 57]"
carriage,4,57,485,"[374, 485, 57, 112]"
stories,4,57,112,"[72, 57, 112, 112]"
mention,4,56,333,"[333, 93, 56, 94]"
pockets,4,56,150,"[150, 59, 62, 56]"
pause,4,56,210,"[210, 127, 56, 60]"
cloud,4,56,143,"[143, 99, 56, 61]"
chap,4,56,98,"[56, 80, 87, 98]"
original,4,56,105,"[105, 56, 95, 99]"
sees,4,56,153,"[153, 56, 66, 65]"
box,4,56,287,"[287, 268, 86, 56]"
pushed,4,56,130,"[130, 93, 67, 56]"
evidence,4,56,116,"[106, 90, 116, 56]"
search,4,56,145,"[145, 105, 65, 56]"
milk,4,56,89,"[58, 56, 89, 84]"
dance,4,56,116,"[116, 56, 61, 88]"
questions,4,56,218,"[218, 195, 56, 74]"
connected,4,56,178,"[178, 62, 70, 56]"
spirits,4,56,375,"[375, 140, 56, 98]"
handed,4,56,128,"[128, 85, 62, 56]"
movement,4,56,199,"[199, 148, 74, 56]"
sailor,4,56,135,"[105, 116, 56, 135]"
violence,4,55,118,"[118, 55, 56, 56]"
hidden,4,55,145,"[145, 112, 55, 59]"
plan,4,55,202,"[202, 122, 57, 55]"
torn,4,55,99,"[99, 63, 55, 59]"
silly,4,55,102,"[102, 60, 57, 55]"
courage,4,55,157,"[131, 157, 72, 55]"
piano,4,55,87,"[63, 58, 87, 55]"
lightly,4,55,76,"[76, 55, 67, 61]"
song,4,55,151,"[151, 55, 108, 107]"
path,4,55,155,"[142, 155, 55, 56]"
bare,4,55,161,"[161, 107, 72, 55]"
press,4,55,72,"[72, 55, 57, 65]"
obliged,4,55,445,"[445, 132, 55, 72]"
fifty,4,55,234,"[234, 148, 55, 84]"
happen,4,55,161,"[161, 96, 92, 55]"
sword,4,55,139,"[139, 55, 72, 84]"
tender,4,55,150,"[150, 77, 55, 55]"
persons,4,55,228,"[228, 174, 55, 72]"
weak,4,54,155,"[155, 102, 59, 54]"
firm,4,54,140,"[140, 92, 56, 54]"
ordered,4,54,148,"[148, 131, 54, 81]"
leaned,4,54,107,"[107, 85, 73, 54]"
shaking,4,54,300,"[300, 130, 54, 62]"
